GeneID,Tc_ant_1,Tc_ant_2,Tc_ant_3,Tc_ant_5,Tc_leg_1,Tc_leg_2,danaus_leg1,danaus_leg3,danaus_leg4,danaus_leg5,danaus_leg6,danaus_ant1,danaus_ant2,danaus_ant3,danaus_ant4,danaus_ant5,mel_an1,mel_an2,mel_an3,mel_an4,mel_an5,mel_an6,mel_leg1,mel_leg2,mel_leg3,mel_leg4
TC033069,600,86,162,26,6,288,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033071,380,2,38,1,0,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033072,31529,12535,33281,5427,2096,15997,6529,6360,3502,703,32648,2640,1575,749,1082,3770,4,59,1,9,3,10,4,3,3,6
TC033074,855,254,918,61,11,190,135,151,58,17,1918,35,0,0,0,44,10,21,19,3,13,83,3,37,5,9
TC033075,10204,7352,10466,3532,770,6112,1646,1119,468,92,6459,334,264,82,171,471,40,66,74,62,31,35,51,3,36,87
TC033079,0,0,0,0,0,0,18,30,9,1,101,12,8,0,0,27,37,38,26,111,9,12,9,0,11,10
TC033083,967,1184,1239,425,73,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033086,67,0,6,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,595,172,258,125,108,183,52,161,236
TC033093,29,142,32,22,5,82,950,1199,1171,63,6699,516,516,618,709,314,54,449,269,480,192,96,89,4,44,59
TC033096,68,30,37,7,32,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033097,28,20,48,11,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033098,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033102,12,1,2,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033104,206,222,94,62,6,38,0,0,0,0,0,0,0,0,0,0,350,2213,1016,2012,214,677,307,37,41,285
TC033105,33,27,20,12,0,16,606,775,286,65,2709,1606,941,411,462,950,3,13,1,9,3,5,4,2,4,10
TC033106,0,0,0,0,0,0,416,1176,19,48,750,61,89,16,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033108,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033110,1674,969,1020,347,9,60,64,91,149,3,731,138,41,50,56,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033113,1021,412,1093,129,25,198,70,98,53,11,1247,72,69,75,10,89,0,0,1,0,1,0,0,0,0,0
TC033116,2875,1553,2907,651,168,961,1388,1570,1097,105,20890,757,530,878,453,710,66,303,106,76,10,136,47,11,16,138
TC033117,7493,1668,6665,658,185,1728,376,896,231,30,2851,1034,2148,863,80,2312,0,0,0,0,0,0,0,0,0,0
TC033118,11,37,9,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033119,586,513,645,206,44,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033120,37,2,339,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033122,1614,1114,912,322,40,648,64,90,8,6,61,33,41,25,71,175,11,0,3,17,2,0,0,0,0,0
TC033125,179,151,171,57,30,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033131,85,52,82,21,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033135,3067,2050,3280,892,137,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033138,42,17,27,6,8,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033140,43,47,59,22,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033142,490,39,431,14,23,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033145,355,4,42,0,0,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033153,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033155,326,33,86,11,3,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033158,5048,3867,3982,814,246,2638,308,139,120,10,1375,245,124,88,31,127,149,230,278,995,365,229,736,59,301,614
TC033159,1770,1668,982,359,121,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033162,8512,11,658,0,0,3167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033163,3295,9,241,2,0,1276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033171,84,70,44,18,6,44,180,313,30,21,1083,366,242,149,103,1169,138,829,274,288,134,170,273,59,254,436
TC033175,2,1,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033177,47,1,8,0,0,26,3,5,2,0,67,30,112,108,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033180,2230,2602,1372,604,60,1074,36,28,10,4,134,95,50,9,19,54,0,0,0,0,0,0,0,0,0,0
TC033183,2514,32,197,18,1,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033186,163,332,94,59,364,5618,1500,2339,1368,135,21151,0,0,1,0,1,325,971,407,557,267,258,264,73,238,415
TC033189,1478,678,1004,249,3,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033208,8,171,4,61,77,926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033211,815,581,902,251,46,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033213,0,0,0,0,0,0,16,13,7,1,27,25,48,0,0,13,104,290,105,63,55,43,99,109,366,809
TC033219,11522,14222,9345,4136,3324,22711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033223,56,20,46,1,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033228,340,4962,158,820,52,746,0,48,0,0,0,0,0,45,0,0,22,63,28,2,22,26,48,28,159,99
TC033237,3224,5347,2303,1278,251,3167,1501,1982,1202,110,27123,817,573,713,299,874,0,3,0,2,0,0,1,0,0,0
TC033238,0,0,0,0,0,0,11969,12277,7026,553,14348,15471,10112,8660,8113,7660,6,4,12,33,7,21,23,10,5,25
TC033240,248,180,200,48,20,180,57,35,21,3,158,34,0,0,0,18,6144,26475,10488,9850,8402,7039,7251,2402,10248,8124
TC033243,0,0,0,0,0,0,2,0,0,0,21,30,0,0,0,0,264,962,304,632,213,174,565,145,602,478
TC033251,306,28,67,15,4,244,1678,2168,1785,178,12320,3107,1959,1596,532,2745,0,16,1,1,0,0,1,0,2,2
TC033253,217,0,12,1,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033254,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033263,1247,834,1262,269,40,307,39,40,13,7,808,65,94,81,39,131,0,0,5,8,0,0,6,3,3,13
TC033264,0,0,0,0,0,0,59,57,30,2,444,37,16,80,33,59,79,498,168,271,158,94,157,12,232,149
TC033265,1741,1383,1685,549,93,683,266,424,210,38,2281,493,438,170,163,485,0,0,0,1,0,0,2,0,0,1
TC033266,0,0,0,0,0,0,140,124,141,13,1996,233,54,152,135,173,0,0,0,0,0,0,0,0,0,0
TC033270,3,0,5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033274,130,112,67,28,10,65,3632,3580,2039,154,17799,10210,6784,4629,2176,4041,98,142,88,99,100,41,89,27,84,152
TC033301,1992,1183,2038,425,62,446,161,163,172,5,1530,175,85,46,166,85,78,335,110,162,103,75,183,29,262,191
TC033302,226,86,203,35,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033306,394,49,69,65,0,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033309,4917,5886,4597,3031,853,4826,183,272,68,21,859,698,66,229,41,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033310,35,7,5,1,1,0,1,4,6,0,122,427,81,18,0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033312,6167,4094,5566,1433,259,2305,0,0,0,0,4,0,0,0,0,0,118,604,186,202,161,140,161,55,124,244
TC033315,1086,581,1124,271,42,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033316,8,4,6,0,0,1,39844,30781,54332,1495,179229,21142,13921,17477,8978,10025,156,595,219,330,185,123,226,75,267,297
TC033317,10439,5076,12193,2458,333,2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033318,1803,1566,1353,439,63,655,193,281,182,20,4323,333,364,461,116,375,33,127,55,65,25,39,63,8,51,68
TC033321,5906,5348,5948,2301,526,4231,396,419,209,46,4736,201,261,183,63,139,0,14,1,0,0,0,0,0,1,7
TC033325,4580,2864,4793,1113,172,1275,561,507,334,82,8457,582,260,146,195,306,4,50,10,38,10,28,3,0,3,5
TC033326,620,615,608,226,54,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033332,12025,14195,9592,5626,624,6163,580,286,345,37,2709,1000,477,232,155,797,0,0,0,0,0,0,0,0,0,0
TC033333,13,791,22,344,139,1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033334,13,5,11,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033337,706,306,755,121,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033353,2532,1637,2765,623,118,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033355,0,0,0,0,0,0,2009,1596,884,97,7256,1554,794,1339,528,1381,72,212,99,152,50,47,51,7,67,60
TC033370,15,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033371,12,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033376,14088,8424,12980,2978,488,3962,287,306,172,26,2242,445,148,221,201,304,14,0,14,318,18,12,4,2,12,0
TC033382,0,0,0,0,0,0,48,31,21,4,133,0,0,0,0,0,98,271,97,134,76,169,59,33,44,63
TC033385,22,4,17,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033390,55,291,36,48,49,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033398,6392,3963,6177,1543,359,2835,2598,2377,2975,80,6645,1729,1035,1542,646,1050,0,0,0,0,0,0,0,0,0,0
TC033399,1,30,2,9,3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033404,138,37,57,3,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033408,1165,822,1238,338,89,456,464,432,554,29,11461,231,251,158,148,309,39,276,136,115,140,92,148,30,311,202
TC033409,9,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033410,12,12,10,5,0,11,602,484,229,46,1630,723,441,359,244,774,21,26,14,38,22,12,21,6,17,61
TC033411,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,90,41,107,80,35,140,43,162,119
TC033413,3,0,3,0,0,0,4384,4333,2889,310,16764,3533,2155,2595,1509,2788,30,56,31,65,158,34,24,12,63,33
TC033431,1829,1263,1578,307,74,495,283,389,132,30,3822,355,227,475,104,344,70,283,25,14,13,36,377,41,581,126
TC033432,1991,1004,2208,404,70,481,433,399,365,29,7232,236,264,345,88,417,12,26,15,33,19,18,22,13,40,4
TC033435,4414,764,3914,194,11,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,393,95,112,45,67,69,10,62,105
TC033453,2668,2273,2675,848,164,1374,552,437,426,35,139,1162,549,866,686,1190,42,138,36,98,44,48,62,12,38,28
TC033454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033455,1280,21,126,8,1,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033456,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033459,1356,958,1263,295,83,836,11,3,5,0,23,3,16,0,18,28,200,305,237,209,128,34,38,12,64,115
TC033461,415,4669,227,1521,398,3993,1,1,0,0,0,0,0,0,0,0,29,0,1,2,10,0,2,0,9,1
TC033462,2137,12,33,3,1,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033466,2944,2405,2762,1448,284,993,2009,1596,884,97,7256,1554,794,1339,528,1381,72,212,99,152,50,47,51,7,67,60
TC033467,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033500,98,33,65,10,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033501,10,7,4,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033502,5,2,16,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033514,0,2,0,0,0,0,30,23,15,1,369,35,0,0,36,50,0,0,0,0,1,0,0,0,0,0
TC033518,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033520,110,208,138,80,12,148,343,1022,743,41,12375,295,3963,939,2820,1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033525,0,0,0,0,0,0,8,13,5,0,0,0,0,0,0,10,129,661,267,4506,394,322,58,8,24,56
TC033529,0,0,0,0,0,0,217,232,77,9,391,327,62,82,98,234,325,912,360,468,372,340,217,82,278,334
TC033532,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,93,39,39,38,54,15,7,38,27
TC033536,10,7,6,1,0,1,11,3,7,1,43,47,21,0,30,198,0,0,0,0,0,1,0,0,0,0
TC033538,124,28,135,13,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033543,8,15,15,5,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033552,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,147,120,62,117,50,76,33,73,135
TC033553,4407,1686,5178,597,43,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033554,2221,1082,2231,451,109,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033561,106,138,130,43,10,28,0,1,0,0,13,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033564,129,40,123,12,2,33,40,10,9,4,1505,71,12,22,5,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033565,22,25,17,13,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033566,1843,1203,1804,417,45,423,789,733,517,58,8421,730,658,397,391,610,174,705,247,323,197,151,235,89,246,367
TC033567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC033579,1315,1009,1511,366,55,360,720,926,496,52,3252,359,213,223,224,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033583,6,30,2,0,0,2,2,1,0,0,0,0,0,0,0,1,33,72,46,49,24,79,40,22,19,66
TC033584,7346,2642,7649,1091,280,1654,8304,7592,5196,572,5973,7706,4355,4991,3498,5269,253,632,363,319,286,183,195,93,377,430
TC033585,1582,1057,1665,376,89,406,296,322,156,46,4140,706,435,306,190,756,0,14,0,0,0,2,0,1,0,2
TC033588,2,4,0,2,0,6,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033591,6815,3792,6870,1561,340,1775,87,147,65,7,640,93,41,42,8,87,171,1012,372,610,424,219,472,95,576,547
TC033602,1537,490,1061,150,12,208,1951,1321,1105,87,11077,1578,1356,853,550,1618,2,0,3,9,6,1,1,2,2,2
TC033603,305,211,203,72,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033610,1421,772,678,166,21,367,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,1,0,0,0
TC033611,128,0,18,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033614,1895,1204,1575,342,61,618,37,35,17,2,285,49,45,139,31,44,1526,1291,943,4323,1198,1029,3600,551,2497,1840
TC033615,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033616,3352,303,3702,100,27,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033617,9658,7098,10524,2844,9,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,1692,716,934,556,493,565,295,598,1438
TC033624,54,44,35,14,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033628,3,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033630,264,74,236,54,4,58,82,68,62,10,1146,142,96,158,64,246,432,746,506,820,414,190,398,138,438,674
TC033631,3047,1626,2888,606,185,1222,490,409,301,36,3999,426,479,254,240,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033632,765,428,843,185,52,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033633,0,0,0,0,0,0,166,215,120,10,2513,287,542,26,27,218,0,0,0,0,0,0,0,0,0,0
TC033637,113,26,100,13,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033638,753,371,390,107,25,226,41,4,281,1,6,778,61,50,0,145,4,1,0,9,1,1,8,1,3,2
TC033641,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,112,97,107,74,42,34,17,63,91
TC033645,2002,1468,1526,405,96,875,415,311,228,33,3990,820,466,686,262,695,0,0,0,0,0,0,0,0,0,0
TC033646,1210,596,1230,265,20,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033648,6015,8709,6486,3636,795,4890,62,180,29,8,1196,53,100,0,0,116,4,6,3,26,3,4,8,1,2,2
TC033649,96,129,77,34,17,248,197,198,117,13,1824,1063,1131,579,294,570,3,1,2,10,0,3,1,1,1,6
TC033652,483,1,50,0,0,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033656,5626,2887,5978,1123,218,1466,333,454,228,44,2583,263,231,188,103,406,88,187,131,128,131,87,84,53,138,174
TC033657,0,4,0,1,0,0,33,27,27,2,154,234,13,0,71,24,58,279,73,97,115,53,80,26,156,92
TC033669,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033678,30,10,9,1,1,78,2482,1785,1495,135,17179,0,0,0,0,0,17,10,7,30,14,6,28,6,26,21
TC033682,2048,1116,2184,450,48,392,0,0,0,0,0,0,0,0,0,0,72,156,122,84,88,78,34,14,46,72
TC033689,0,0,0,0,0,0,449,408,287,32,1772,439,131,345,223,361,291,1293,493,649,358,346,306,99,478,526
TC033690,524,146,304,70,12,116,449,408,287,32,1772,439,131,345,223,361,291,1293,493,649,358,346,306,99,478,526
TC033691,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033693,4104,4087,2316,904,149,1820,235,280,218,23,2687,533,669,361,71,672,26,99,39,13,27,15,6,5,23,34
TC033696,2277,1822,2098,681,95,848,264,126,96,29,537,321,61,54,153,278,3,10,2,7,16,3,3,1,21,7
TC033699,2,0,2,0,0,0,36,22,16,3,137,38,12,0,22,37,0,25,0,7,0,0,0,0,0,0
TC033702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033703,1634,678,1840,245,32,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,9,7,0,15,0,6,1
TC033704,0,0,5,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033706,3031,4277,3912,1552,250,3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,303,115,137,53,64,46,9,31,98
TC033714,954,710,575,156,18,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033715,1620,819,1639,280,50,379,165,222,175,12,1652,228,234,200,143,332,231,590,260,514,159,184,314,94,358,478
TC033717,2829,1684,2655,338,71,853,11,23,16,0,183,41,48,38,0,32,295,1174,385,324,247,304,214,72,194,454
TC033718,21638,8224,24400,3781,370,2326,730,1143,553,88,5910,902,662,412,365,1107,1,0,1,0,0,0,0,0,0,0
TC033720,112,131,57,24,3,48,5,2,7,1,84,5,0,0,0,0,577,2384,1099,1462,531,565,636,147,689,1340
TC033726,0,3,1,1,0,2,5,0,0,0,0,14,0,0,0,0,4,25,26,20,24,23,36,4,37,32
TC033732,1457,2,16,0,0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033733,482,2,8,1,0,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033735,0,0,0,0,0,0,248,244,207,20,5450,216,236,268,39,228,129,319,183,171,116,75,80,20,119,173
TC033737,0,62,3,21,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033740,50,21,43,17,10,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033742,1283,856,1377,360,79,490,17,31,5,2,118,44,111,17,1,22,65,318,151,124,48,102,54,20,62,111
TC033743,500,341,615,113,19,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033745,322,0,4,0,0,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033746,855,246,1005,75,0,36,13,10,52,0,251,1,0,0,30,43,164,866,176,642,588,127,214,66,218,258
TC033748,8,4,11,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TC033754,388,384,378,127,33,270,163,376,392,14,2320,167,250,299,84,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033755,6294,3680,6867,1804,265,1669,565,569,265,51,3965,1281,696,451,798,799,10,15,32,21,16,13,21,4,31,29
TC033756,132,97,89,39,4,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033767,1112,6402,657,1762,803,5472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033771,719,1928,775,604,61,927,123,107,105,6,800,202,167,146,97,182,100,260,117,131,25,103,13,14,6,44
TC033772,451,303,610,117,25,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033773,22682,13610,24157,4865,1559,12006,6504,5280,5980,588,107856,10614,10517,10556,3418,11853,56,371,104,116,131,98,204,51,151,158
TC033777,2540,1370,2584,521,119,883,827,671,651,38,6236,310,224,304,167,260,0,0,0,0,0,0,0,0,0,0
TC033778,59,30,56,12,15,153,0,0,0,0,0,0,0,0,0,0,25,70,43,64,20,20,87,9,55,76
TC033780,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
