GeneID,Tc_ant_1,Tc_ant_2,Tc_ant_3,Tc_ant_5,Tc_leg_1,Tc_leg_2,danaus_leg1,danaus_leg3,danaus_leg4,danaus_leg5,danaus_leg6,danaus_ant1,danaus_ant2,danaus_ant3,danaus_ant4,danaus_ant5,mel_an1,mel_an2,mel_an3,mel_an4,mel_an5,mel_an6,mel_leg1,mel_leg2,mel_leg3,mel_leg4
TC011790,1989,1280,1990,463,74,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011791,4312,1241,3349,320,44,727,282,282,152,20,1769,744,545,236,272,600,0,0,0,0,0,0,0,0,0,0
TC011794,1496,1272,840,369,54,576,98,71,62,11,937,324,126,165,138,133,280,1968,943,2348,1996,692,1862,407,4617,1671
TC011795,0,0,0,0,0,0,308,273,212,18,2984,293,78,46,57,187,75,164,80,105,55,61,77,18,98,89
TC011798,846,635,460,237,33,237,164,193,227,10,4382,494,286,352,388,248,0,0,0,0,0,0,0,0,0,0
TC011800,34,25,13,8,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011801,5666,2611,5988,1110,159,1208,370,301,173,45,5564,812,617,404,190,613,0,0,0,0,0,0,0,0,1,3
TC011804,1,1,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011805,1368,520,1428,182,12,182,167,150,87,9,494,295,261,43,149,149,0,0,0,2,4,2,0,0,4,2
TC011806,9644,9040,3814,1818,320,4130,1507,1195,982,181,16107,1737,1178,676,459,1867,130,492,231,343,104,130,146,26,148,210
TC011807,1819,1059,1844,446,76,470,334,439,213,19,3653,354,309,166,88,377,286,869,308,399,285,232,220,60,269,312
TC011808,6,10,5,3,1,15,80,90,84,4,173,59,61,0,0,18,0,0,0,0,0,0,0,0,0,0
TC011809,1655,1272,1826,418,186,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,80,55,39,55,34,32,1,39,28
TC011814,4273,2593,4064,941,235,1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011815,2,1,1,0,0,0,753,917,354,77,8080,1135,795,396,437,1349,14,24,44,89,10,19,1,1,4,6
TC011816,3523,2425,3336,900,230,1691,83,104,125,8,1971,336,214,435,143,203,0,0,0,0,0,0,0,0,0,0
TC011820,2105,2164,1067,459,72,957,96,101,67,7,43,141,57,21,57,120,0,0,0,0,0,0,0,0,0,0
TC011824,56,8,104,8,0,4,0,4,0,0,0,0,0,0,0,3,2088,6192,2520,2188,1222,1856,4924,2586,6996,11250
TC011825,2,10,10,2,0,0,0,4,0,0,0,0,0,0,0,3,2088,6192,2520,2188,1222,1856,4924,2586,6996,11250
TC011826,350,514,317,126,76,534,201,110,142,7,944,2182,691,968,408,803,239,744,445,913,541,192,614,124,556,896
TC011827,6,1,11,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011829,0,0,0,0,0,0,75,105,96,8,492,95,21,80,0,30,55,252,85,96,78,56,140,88,133,494
TC011830,2667,1626,1337,385,88,942,725,584,442,92,8025,301,310,172,165,402,3,28,3,0,2,0,1,2,1,4
TC011831,891,1061,997,361,98,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011833,3679,2540,2418,758,26,327,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
TC011837,1039,1307,1112,527,87,504,90,93,60,6,1674,645,486,343,123,264,247,543,158,85,182,95,66,18,114,183
TC011840,4272,2563,3922,878,142,1204,885,798,432,74,5334,801,444,483,343,808,0,1,0,0,0,1,0,0,0,1
TC011841,25,18,22,7,1,2,230,335,143,25,6498,308,192,221,82,228,2,32,2,43,8,1,18,3,22,0
TC011842,3051,2127,2390,602,95,1106,656,415,365,38,3094,464,364,104,67,299,0,0,0,0,0,0,0,0,0,0
TC011843,171,87,112,25,4,22,34,104,41,0,993,153,138,453,75,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011844,1235,174,623,88,8,417,154,219,140,17,1738,326,367,191,135,426,236,629,368,502,335,182,228,43,197,392
TC011845,860,478,838,195,20,190,0,0,0,0,1,0,0,0,0,0,0,17,1,9,6,0,6,0,2,17
TC011846,23,16,15,6,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011847,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011848,0,0,0,0,0,0,57,100,60,7,845,39,30,139,15,35,0,0,0,1,0,0,2,0,0,0
TC011849,31,6,22,1,1,13,1,2,3,0,25,90,25,36,0,32,9,25,25,24,11,13,24,5,33,35
TC011851,425,530,229,130,44,321,275,441,170,27,2485,795,348,502,399,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011857,1514,1028,1298,149,24,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011859,0,0,0,0,0,0,962,906,495,129,11271,1447,765,572,389,1102,54,103,79,95,37,34,29,10,30,44
TC011863,36048,24906,37515,10745,170,1218,1234,1195,897,57,9129,390,776,202,284,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011864,286,216,273,90,135,1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011866,1588,18,136,2,0,912,124,228,496,10,7822,130,684,2,262,294,10,6,4,18,4,0,6,4,42,58
TC011868,1181,806,755,205,21,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011870,447,328,379,98,301,3738,8498,6269,3969,532,23978,2652,1702,1245,723,1498,34,93,44,55,33,19,26,11,45,59
TC011872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,454,207,249,145,172,191,119,207,500
TC011876,958,557,959,235,54,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011877,16124,11912,9550,3902,1250,10426,437,652,346,36,5202,14449,9709,7773,1600,16066,96,390,162,385,99,191,240,43,263,192
TC011878,298,139,261,55,3,21,1,3,0,0,15,70,0,0,0,60,0,0,0,0,0,1,1,0,1,0
TC011879,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011881,1622,1691,1765,806,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011883,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011886,9,16,9,1,0,11,4,2,3,0,7,0,0,0,0,0,3,0,3,10,27,1,0,2,0,7
TC011888,24,62,23,15,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011889,4370,2308,4413,685,134,1122,4,1,0,0,0,3,1,0,0,0,17,98,34,11,35,8,10,0,11,11
TC011892,2454,1712,2639,667,95,817,43,39,38,3,284,88,135,127,53,155,54,110,53,63,35,51,90,48,121,189
TC011893,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,4,1,0,1,0,0,0
TC011895,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011896,5081,1225,4161,284,61,546,228,470,173,41,6536,248,318,188,61,356,0,0,0,0,0,0,0,0,0,0
TC011905,24113,16118,21821,5493,924,8480,204,308,96,17,3098,305,121,94,186,252,364,1198,525,810,353,273,427,132,423,630
TC011912,1663,1437,1199,370,48,470,17,25,13,1,67,148,23,22,10,95,32,149,29,31,34,15,14,4,21,26
TC011913,762,18,84,8,0,508,17,25,13,1,67,148,23,22,10,95,32,149,29,31,34,15,14,4,21,26
TC011917,2867,1274,2800,469,65,719,308,357,267,30,2960,398,96,298,66,426,2,0,0,4,0,0,3,0,0,0
TC011918,317,268,253,87,20,95,95,61,38,3,435,56,106,0,8,35,2,1,8,3,0,1,1,2,9,6
TC011919,0,0,0,0,0,0,302,400,174,27,2357,469,416,453,430,515,0,0,0,0,0,0,0,0,0,2
TC011920,3140,1953,2055,525,136,1624,701,1023,667,45,3377,678,654,392,291,997,1165,3793,2248,999,1974,1238,522,682,1386,4095
TC011921,2287,1253,2256,490,73,519,129,183,126,11,2286,190,154,241,133,262,11,48,32,45,28,39,21,10,14,25
TC011923,18778,11810,20418,4857,644,5129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011925,43,81,14,23,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011926,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011927,8746,2810,6714,635,97,1395,1278,1212,934,105,14464,812,735,708,337,890,0,0,0,2,0,4,1,0,1,0
TC011930,15,7,9,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,135,79,113,51,20,32,10,31,125
TC011931,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011937,12123,6836,13348,2427,955,11097,1307,1315,228,188,9208,437,267,276,108,1349,153,595,175,360,161,128,159,40,150,197
TC011938,8168,6229,8522,2458,415,3832,95,121,63,8,702,102,103,175,72,80,0,36,3,10,1,11,27,41,58,84
TC011939,0,0,0,0,0,0,1535,990,802,86,2501,2089,738,751,433,700,6,26,21,18,6,6,9,1,3,6
TC011941,179,113,143,25,1,34,0,0,0,0,0,0,0,0,0,0,42,79,71,68,56,52,22,14,41,80
TC011942,3189,3263,2203,678,91,1247,1010,1030,834,60,16968,764,467,381,402,738,13,0,4,12,1,6,1,0,1,1
TC011944,88,13,19,7,0,79,20,6,8,0,48,20,0,0,0,6,192,639,306,288,233,139,171,65,173,414
TC011946,13107,13548,9695,3945,552,5978,311,433,272,23,5302,368,367,362,48,289,0,0,0,0,0,4,68,59,268,731
TC011949,248,215,253,83,16,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,94,36,59,31,22,42,15,48,65
TC011950,179,210,100,39,17,141,44,42,26,3,269,230,127,204,167,208,4,10,3,12,4,2,9,1,10,4
TC011951,3919,2786,3817,791,23,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011952,755,399,734,126,13,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011963,3432,1049,3464,437,71,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011967,7633,4665,7459,2148,597,4983,60,46,42,7,178,27,57,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011968,3717,2086,4422,814,141,894,193,228,102,19,2998,475,286,229,72,543,57,108,63,118,25,45,113,16,100,68
TC011971,0,0,0,0,0,0,8,2,2,1,41,1,15,8,0,9,3,52,0,31,1,5,8,1,3,14
TC011972,3753,4507,2931,1269,11,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011974,8348,5186,8231,1956,434,2634,2,7,6,2,114,20,3,0,0,24,0,0,0,2,1,0,0,0,0,0
TC011975,2799,1577,2562,723,92,896,385,312,404,26,701,400,233,245,181,312,2,0,0,4,4,0,4,1,0,2
TC011976,17568,208899,12141,40686,11481,136572,34,52,24,1,1358,60,145,1,20,49,99,201,96,117,108,84,27,24,33,102
TC011978,3798,681,4009,290,61,383,143,192,72,25,3109,117,190,54,57,163,0,0,0,0,0,0,0,0,0,0
TC011979,1520,1124,1640,592,105,565,354,383,216,36,2754,474,109,40,162,296,1,3,3,6,5,2,2,2,8,8
TC011981,474,78,252,10,208,1118,11,4,7,0,50,9,0,0,8,51,364,1008,421,953,188,240,261,79,213,500
TC011982,56,140,63,26,13,77,1,2,3,0,25,90,25,36,0,32,9,25,25,24,11,13,24,5,33,35
TC011991,117,56,66,11,1,26,18,14,12,0,101,10,12,0,0,0,9,25,3,24,3,7,6,2,7,14
TC011992,0,0,0,0,0,0,607,602,403,43,5019,877,295,415,315,794,2,14,3,5,0,0,1,0,1,3
TC011993,77,31,52,15,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC011994,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012006,596,292,637,118,27,134,60,59,251,7,1477,49,101,69,0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012015,40,18,29,7,1,15,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,92,1,16,1,7
TC012018,31436,26188,34453,9059,1480,11962,934,970,363,147,9781,998,993,631,289,979,1,21,5,1,5,0,7,0,9,3
TC012019,0,0,0,0,0,0,494,516,242,66,7842,464,607,259,143,570,0,0,0,0,0,0,0,0,0,0
TC012020,55,60,55,25,0,40,805,1498,805,92,12698,30,147,83,96,51,354,1409,488,491,92,354,325,136,173,710
TC012023,73,47,48,13,1,20,59,63,70,1,653,152,243,85,40,77,1,0,0,1,0,0,0,0,0,2
TC012027,90,170,76,72,20,162,707,1717,316,72,3078,114,209,320,108,525,8,2,12,80,144,42,238,58,440,14
TC012028,0,0,0,0,0,0,218,260,167,17,1816,598,319,545,163,538,12,41,9,71,18,9,40,8,19,37
TC012032,11321,3437,11704,1411,183,1550,800,1076,444,141,12967,992,1371,1404,387,1402,763,2429,856,933,648,415,834,310,925,1474
TC012034,733,186,634,41,8,108,4,3,1,1,7,0,0,0,0,0,1574,3840,1599,1422,1328,1275,1429,633,1692,3132
TC012037,803,676,840,231,58,325,253,359,261,39,4705,234,381,289,77,482,18,41,15,33,15,12,20,1,21,21
TC012039,2143,1044,1948,291,48,548,792,828,500,67,9580,553,442,244,176,589,8,10,26,14,15,9,8,2,7,14
TC012040,1290,1504,1253,622,232,1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012041,48,29,43,9,1,10,112,111,67,14,2231,306,309,181,127,325,39,91,53,46,30,60,9,0,19,46
TC012042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,6398,2135,2606,490,2308,461,399,258,1207
TC012046,1041,1273,600,274,48,634,2988,1731,2176,157,39114,679,563,194,216,483,0,0,0,2,0,0,116,1,19,12
TC012047,1536,9,81,0,0,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012053,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012054,2056,1064,2134,340,70,418,246,269,177,19,4651,366,246,214,92,694,10,64,11,8,4,0,1,1,5,3
TC012055,0,0,0,0,0,0,11422,11190,8182,592,43664,4525,4016,3853,3135,4110,7,31,21,30,19,15,20,10,14,14
TC012056,1555,403,1627,194,25,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012060,44,37,46,3,0,10,0,0,0,0,0,0,0,0,0,0,144,401,179,247,113,129,193,81,256,510
TC012066,1488,912,1483,396,4,58,47,30,32,1,360,204,126,145,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012067,2898,2281,1483,553,73,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,2,0,0,0,0,1
TC012068,1885,968,1873,440,77,424,84,151,165,12,19,399,108,209,72,325,0,0,0,1,1,0,1,1,2,6
TC012071,3793,1864,3317,951,167,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012072,434,143,322,32,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012073,3836,2173,2845,616,76,918,418,358,223,28,4747,616,370,340,215,571,1,0,0,12,0,0,0,0,0,0
TC012074,575,457,409,113,9,202,251,231,169,14,1293,99,71,0,61,38,2,15,0,19,9,20,17,5,6,3
TC012081,6531,3717,6337,1364,143,1499,275,277,149,21,3410,258,161,152,189,310,142,296,187,177,139,101,123,47,210,271
TC012083,8166,5672,9248,1834,506,3686,1298,990,852,88,16620,612,556,190,518,608,0,0,0,0,0,0,0,0,0,0
TC012084,1249,1060,1267,342,57,503,186,223,169,11,3576,428,284,212,73,199,0,0,0,0,0,0,0,0,0,0
TC012091,50,69,46,36,9,40,76,95,37,6,768,10,17,27,0,6,0,10,2,3,2,2,0,0,0,0
TC012092,3890,2173,3939,822,171,1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012094,0,0,0,0,0,0,12,16,23,1,220,36,0,73,63,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012096,7788,8464,4673,1548,248,3242,5805,2449,3464,163,10079,2035,374,290,367,1268,3,16,15,2,8,11,3,1,0,7
TC012098,4307,3884,3399,739,105,1714,218,219,181,17,3505,552,371,295,264,418,41,165,75,57,44,71,47,12,136,65
TC012099,11277,22484,10359,7367,276,1312,455,791,380,76,10041,1239,689,754,461,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012100,176,70,181,39,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC012101,171,71,127,21,1,48,12,14,4,2,82,70,0,33,0,38,387,1025,521,996,275,226,164,19,99,182
TC012103,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012105,3305,1682,3229,756,161,1315,622,919,391,70,5675,230,265,176,117,208,349,861,340,416,390,200,177,43,318,257
TC012106,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012109,1015452,821322,1042182,237927,24,141,20,15,2,3,56,60,25,32,8,58,9,49,39,12,16,15,7,5,6,20
TC012115,0,0,0,0,0,0,124,77,84,11,1916,518,294,252,152,229,7,46,13,16,10,3,2,2,2,12
TC012116,1822,1848,1333,383,114,1159,725,868,725,79,8181,1005,680,806,417,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012117,444,288,229,63,15,129,1259,1796,1112,121,7977,1667,990,992,644,1655,73,173,102,173,131,44,93,23,104,98
TC012118,0,0,0,0,0,0,1051,1268,1063,103,7319,2908,2384,3190,842,2399,19,85,48,51,26,22,26,8,22,44
TC012119,0,0,3,0,0,1,0,0,0,0,13,4,0,0,0,23,23,60,32,28,10,15,40,19,29,63
TC012120,7716,4621,4762,1061,150,2551,1113,1295,714,305,11052,1576,905,1448,364,1877,47,46,5,9,4,89,4,0,3,8
TC012121,1142,6141,544,1102,326,4561,0,0,0,0,0,0,0,0,0,0,1,24,0,0,2,0,0,0,0,1
TC012123,0,0,0,0,0,0,87,172,52,10,1510,21,0,0,40,0,0,0,0,0,0,0,0,0,0,0
TC012126,13,11,13,2,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012128,25637,16464,27234,5742,1827,12382,8718,8655,9721,876,198315,13650,13924,12565,3663,11943,0,0,0,6,4,0,0,0,2,0
TC012133,36430,27032,35647,9887,833,7023,11857,10707,11474,922,46850,19132,11083,11353,10031,14915,66,128,85,93,37,59,48,16,41,92
TC012134,181,64,181,25,9,36,15,22,4,2,29,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0
TC012136,44,43,18,10,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012137,172,47,115,24,7,30,8,9,10,0,56,48,24,0,0,38,336,1777,705,858,483,294,240,50,501,399
TC012149,3585,610,3714,288,58,408,242,442,182,71,6125,532,396,162,154,1298,0,0,0,0,0,0,0,0,0,0
TC012153,23,11,20,4,2,1,142,59,15,17,2014,291,252,99,0,206,79,223,129,870,211,104,956,50,273,194
TC012154,1309,672,1229,258,213,1254,13,18,0,2,56,0,0,0,0,6,371,728,157,335,228,210,368,82,174,571
TC012159,0,0,0,0,0,0,225,95,21,28,5169,318,214,58,0,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012161,8611,5801,9806,2504,89,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012162,12219,6747,11395,2386,394,3863,1580,1176,737,145,21716,1426,1152,708,580,1358,71,331,128,175,56,69,79,23,65,154
TC012163,983,713,656,249,31,310,2,4,1,0,45,25,16,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012164,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,1,6,0,3,2,0,1,1,4,5
TC012167,1931,1128,2000,446,69,506,333,610,396,70,8193,606,497,370,256,553,5,9,14,5,0,8,42,4,81,25
TC012168,3077,2905,1986,769,123,1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012169,13298,37001,8051,8972,2441,26963,544,509,222,66,3944,103,131,132,219,97,14,66,16,10,4,3,3,1,1,7
TC012170,70,25,47,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012171,3513,3291,3548,1661,330,2100,377,567,228,26,3150,681,268,130,334,563,0,0,0,1,2,0,0,0,0,0
TC012172,6667,4274,5472,950,154,2522,819,893,864,111,5803,1187,991,1037,518,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012174,1915,8,116,1,0,762,0,0,0,0,0,0,0,0,0,0,6,4,17,33,20,3,45,3,38,21
TC012175,3252,2444,2468,626,58,638,319,331,189,47,1493,644,335,399,146,636,0,0,0,0,0,0,0,0,0,0
TC012176,0,0,0,0,0,0,37,61,22,5,218,35,77,33,5,102,31,8,45,16,5,5,8,7,10,63
TC012177,2355,124,1478,11,2037,7231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012178,4539,335,2278,11,2459,7997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012179,3434,1894,3452,830,144,820,128,97,81,12,444,314,138,155,96,179,2,0,8,22,10,6,4,6,4,0
TC012182,4183,4228,4321,1996,281,2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012183,95,153,67,61,14,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012184,3187,1579,3086,480,62,593,453,537,197,80,6107,425,153,128,79,468,0,0,3,2,2,0,22,16,30,85
TC012185,25551,14675,25669,5226,460,4864,2113,2075,1133,461,678,4429,1971,1771,1364,3224,16,123,56,9,23,1,3,0,4,21
TC012187,498,1158,598,606,208,934,101,404,133,26,3729,469,201,91,45,120,163,452,223,174,174,93,78,44,119,251
TC012188,2,16,2,6,0,0,101,404,133,26,3729,469,201,91,45,120,163,452,223,174,174,93,78,44,119,251
TC012190,25,13,11,7,0,3,457,398,660,23,5131,163,168,152,116,136,47,158,79,82,68,52,74,20,66,153
TC012191,2925,2336,1609,689,228,2458,186,196,69,23,836,159,101,110,39,214,6,41,14,20,14,18,36,10,67,46
TC012192,2716,2046,2878,992,160,1015,2203,2119,1166,185,21488,1111,913,773,448,1206,1,0,1,0,0,0,0,0,0,2
TC012193,13,0,7,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012196,1629,2536,1413,963,8305,44946,49613,26749,110867,24,230692,3,32,1,0,13,0,0,0,0,0,0,1,0,1,0
TC012205,218,193,181,37,6,108,0,0,0,0,0,0,0,0,0,0,10,38,14,9,8,3,8,0,9,3
TC012207,66,30,48,11,21,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012209,2,3,3,2,1,5,18,19,20,2,445,69,63,118,71,43,0,0,2,0,0,0,0,0,0,0
TC012212,428,374,404,142,14,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012214,0,0,0,0,0,0,1009,975,724,71,3871,752,503,168,167,794,106,232,136,78,79,101,46,51,101,211
TC012215,641,490,613,174,23,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012217,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,85,48,38,8,19,39,12,24,50
TC012218,4930,3042,4168,1109,164,1441,85,130,108,9,1064,316,350,501,250,185,0,0,0,0,0,0,0,0,0,0
TC012219,534,446,439,128,25,223,88,95,58,3,1098,120,58,45,25,147,1,10,3,0,2,1,3,0,3,3
TC012221,6538,3824,4325,1139,159,1839,722,575,269,58,5310,1005,902,450,223,786,122,799,157,188,50,71,38,13,32,83
TC012222,79,40,36,15,0,15,1105,911,721,78,4250,1162,800,497,303,678,0,31,1,1,2,2,0,1,20,0
TC012223,574,11,70,8,0,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012228,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012229,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012230,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012231,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012232,4076,6073,4536,2234,25,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012234,0,1,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012235,3,16,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012237,244,87,209,37,20,142,8,9,10,0,56,48,24,0,0,38,336,1777,705,858,483,294,240,50,501,399
